address,amenities,basic_info,description,price_negotiable,price_per_month,property_url,purpose,title,type
" Sector No :   ,  Road No :  3  ,  House No :  21  ,  Area Name :    Mohakhali  ,  District Name :   Dhaka  Sector No :   ,  Road No :  3  ,  House No :  21  ,  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  H21, R3, Shekhertek 
 ","Gas,Wifi","{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '3', 'Size': 'SqFt', 'PropertyID': '7547'}","Shekhertek R#03 (Rent from running month), Large 1 Bed Room (washroom not attached), 3rd Floor. Rent on Sub Let Basis. , Condition: Rent 6000, All other charges: 500., Conditions: Job holder (Max 2 persons), If student (Max 2 persons), 01924595537/01312827272  ",No,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/mohakhali/7547/bachelor-house-tolet-from-october,Tolet,Bachelor House Tolet From October ,Bachelor House
" Sector No :   ,  Road No :   ,  House No :  363/3 West Rampura  ,  Area Name :    Rampura  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  363/3 West Rampura  ,  Area Name :    Rampura  ,  District Name :   Dhaka  ,  Short Address :  Epic Gofur’s Enclave, 363/3 West Rampura,Palashbag ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Belcony': '2', 'Size': '1100SqFt', 'PropertyID': '7548'}","ফ্ল্যাট ভাড়া: পশ্চিম রামপুরা এলাকাতে নিরিবিলি পরিবেশে সদ্য নির্মিত অ্যাপার্টমেন্ট বিল্ডিংয়ে বিভিন্ন সাইজের কয়েকটি ফ্ল্যাট নভেম্বর মাস থেকে ভাড়া হবে। তিন বেডরুম, দুই বাথরুম, ড্রয়িং-ডাইনিং রুম/স্পেস, দুই বারান্দা। লিফট, জেনারেটর এবং সিকিউরিটি গার্ড আছে। পর্যাপ্ত আলো-বাতাস। ছাদ ব্যবহারের সুবিধা রয়েছে। অ্যাপার্টমেন্টের আকার ১০৫০ থেকে ১২০০ বর্গফুট। মূল ভাড়া ১৭০০০ থেকে ২১০০০ (আলোচনা সাপেক্ষে কিছুটা ছাড় দেয়া যেতে পারে)। বিদ্যুৎ, গ্যাস এবং সার্ভিস চার্জ আলাদা। গ্যাস নিচতলায় সিলিন্ডার রিফিল সিস্টেম। মূল ভাড়াটিয়াদের জন্য কিছু সংখ্যক পেইড পার্কিং আছে।, ফ্যামিলিকে ভাড়া দেওয়া হবে, সাবলেট অগ্রহনযোগ্য।, ঠিকানা: ৩৬৩/৩ পশ্চিম রামপুরা (বিল্ডিং এর নাম: গফুর'স এনক্লেভ), পলাশবাগ রোড, ঢাকা ১২১৯, মেইন রোডের  কাছাকাছি অবস্থিত এই বিল্ডিং এর নিকটেই রয়েছে প্রয়োজনীয় সব সুযোগ-সুবিধা, যেমন বাস রুট, ব্যাংক, শপিং সেন্টার। হাতিরঝিল লেক, বিটিভি, ইস্ট ওয়েস্ট ইউনিভার্সিটি এবং ব্র্যাক ইউনিভার্সিটির নতুন ক্যাম্পাস এবং অন্যান্য শিক্ষাপ্রতিষ্ঠানও স্বল্প দূরত্বে।, বিস্তারিত তথ্য এবং সাইট পরিদর্শনের জন্য অনুগ্রহপূর্বক যোগাযোগ করুন  - জনাব নজরুল ইসলাম, ফোন # 01862550056,  , https://goo.gl/maps/cYXJNoL19mGvi7Ne6  ",Yes,17000.00/- BDT ,https://www.thetolet.com/en/dhaka/rampura/7548/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
"  Sector No :   ,  Road No :   ,  House No :  kochukhet Bazar, sho  ,  Area Name :    Cantonment  ,  District Name :   Dhaka   Sector No :   ,  Road No :   ,  House No :  kochukhet Bazar, sho  ,  Area Name :    Cantonment  ,  District Name :   Dhaka  ,  Short Address :  Mobile Market Er Oposit Market ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '7549'}",Dokan vara hbe.  ,Yes,30000.00/- BDT ,https://www.thetolet.com/en/dhaka/cantonment/7549/office-space-tolet-from-october,Tolet,Office Space Tolet From October ,Office Space
" Sector No :  ring road  ,  Road No :  national housing bui  ,  House No :   ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :  ring road  ,  Road No :  national housing bui  ,  House No :   ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Near Tikka Para Panir Pamp ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '12', 'Size': '1190SqFt', 'PropertyID': '7552'}",খোলামেলা নতুন ফ্লাট।  ,Yes,20000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/7552/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :  Block- J  ,  Road No :  9  ,  House No :  277  ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  Sector No :  Block- J  ,  Road No :  9  ,  House No :  277  ,  Area Name :    Bashundhara R.A  ,  District Name :   Dhaka  ,  Short Address :  Bachelor Point ","Lift Service,Garage,CCTV,Gas,Wifi,Fire Alarm","{'Bedrooms': '1', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '5', 'Size': '500SqFt', 'PropertyID': '7555'}","TOLET, # Male Tenant from 1st November., # Semi Master bedroom (attached balcony), # Washroom just beside the room & will be used personally., # Brand new semi furnished flat with wall cabinet., # Less Restrictions, # Rent 12k (all bills & service charges included), # Inbox me for pictures of the room., # Interested people directly call 01730381209  ",Yes,12000.00/- BDT ,https://www.thetolet.com/en/dhaka/bashundhara-r-a/7555/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Sector No :  12  ,  Road No :  hashur bottola  ,  House No :  26  ,  Area Name :    Uttara  ,  District Name :   Dhaka  Sector No :  12  ,  Road No :  hashur bottola  ,  House No :  26  ,  Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  House 26,3/a ,khantek.hashur Bottola ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '7556'}","বাসা সাবলেট দেওয়া হবে (সুধুমাত্র মেয়েদের ও স্বামী স্ত্রী এর জন্য), রেন্টঃ ৬৫০০( ওয়াইফাই সুবিধা আছে), লোকেশানঃ house 26,3/a ,khantek.hashur bottola (12 no sector passport office er sathe ), ( গ্যাস আলাদা সিলিন্ডার), নভেম্বের এর ১ তারিখ থেকে।, for pic inbox, for more details please call 01782451620  ",Yes,6500.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/7556/sublet-room-tolet-from-november,Tolet,Sublet Room Tolet From November ,Sublet Room
" Area Name :    Mymensingh Sadar  ,  District Name :   Mymensingh  Area Name :    Mymensingh Sadar  ,  District Name :   Mymensingh  ,  Short Address :  ৩২, জিলা স্কুল রোড ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'PropertyID': '7558'}","TO-LET, ঠিকানাঃ ৩২, জিলা স্কুল রোড, (জিলা স্কুল হোস্টেলের বিপরীত দিকের গলিতে), যাঁরা বড় বাসা চান, তাঁদের পছন্দ হবে।, সাত তলা বাসার ২য় তলা (দক্ষিণ পার্শ্বে)। , আয়তন- ~১,১০০ বর্গফুট, বেডরুম - ৩ টি, একটি বড় ডাইনিং +ড্রয়িং রুম, কিচেন, ওয়াশরুম- ৩ টি, বারান্দা-২ টি, প্রচুর আলো-বাতাস।, বুয়েট আর্কিটেক্ট দ্বারা ডিজাইনকৃত বাসা। , তিতাস গ্যাস লাইন নাই। গ্যাস-সিলিন্ডার ইউজ করতে হবে।, সার্বক্ষনিক কেয়ারটেকার, গাড়ি পার্কিং স্পেস আছে।, লিফট এখনও লাগানো হয়নি।, ভাড়া : ১৭,০০০/- প্লাস সার্ভিস চার্জ ১,০০০/-  ",No,17000.00/- BDT ,https://www.thetolet.com/en/mymensingh/mymensingh-sadar/7558/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Area Name :    Dhanmondi  ,  District Name :   Dhaka  Area Name :    Dhanmondi  ,  District Name :   Dhaka  ,  Short Address :  সালেক গার্ডেন নতুন কাঁচা বাজারের কাছে, জিগাতলা ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7560'}","#চলতি/আগামী মাস থেকে ব্যাচেলর ছেলেদের জন্য (মেসে) রুম/সিট ভাড়া দেওয়া হবে।, #সুবিধা: এটাস্ট বাথরুম, কমন বেলকুনি, চৌকি, টেবিল, ফ্যান, ওয়াইফাই, মিল সিস্টেমে খাবার ও বাসার ছাদ ব্যবহার করার সুবিধা আছে।, #গ্যাস বিল ও পানির বিল সহ সিট ভাড়া ২৫০০/৩০০০ টাকা।, #গ্যাস বিল ও পানির বিল সহ রুম ভাড়া ৯০০০ টাকা।, #ঠিকানা: সালেক গার্ডেন নতুন কাঁচা বাজারের কাছে, জিগাতলা, ধানমন্ডি।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/dhanmondi/7560/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
"  Area Name :    Habiganj Sadar  ,  District Name :   Habiganj   Area Name :    Habiganj Sadar  ,  District Name :   Habiganj  ,  Short Address :  ইনাতাবাদ এলাকায় ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7561'}","ইনাতাবাদ এলাকায় ছোট পরিবার অথবা ২ জন মেয়ের, জন্য বাসা ভাড়া দেওয়া হইবে।, খুব পরিপাটি পরিবেশ টাইলস করা।  ",Yes,Negotiable ,https://www.thetolet.com/en/habiganj/habiganj-sadar/7561/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  ,  Short Address :  মার্কাজ মসজিদের গলি ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7562'}","ডুয়েল রুমে ১ টা ছাত্র সিট খালি আছে।, -নভেম্বর মাস থেকে উঠা যাবে। , -পড়াশোনা করার জন্য সুন্দর ও মনোরম পরিবেশ।*, ঠিকানা : মার্কাজ মসজিদের গলি  ",Yes,Negotiable ,https://www.thetolet.com/en/kushtia/kushtia-sadar/7562/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  Area Name :    Kushtia Sadar  ,  District Name :   Kushtia  ,  Short Address :  কুষ্টিয়া হরিশংকরপুর রেলগেটের কাছে ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '7564'}","কুষ্টিয়া হরিশংকরপুর রেলগেটের কাছে, ফ্যামিলি বাসা ভাড়া হবে, ২য় তালা দক্ষিণ পাশে আগামী ০১/১১/২০২২ইং তারিখ থেকে, ২ বেড, ড্রইং-ডাইনিং, ২ বারান্দা, কিচেন, ২ বাথরুম, ফ্ল্যাটটি সম্পন্ন টাইলস সংযুক্ত।  ",Yes,Negotiable ,https://www.thetolet.com/en/kushtia/kushtia-sadar/7564/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  বাড়ি ১৬,হক ভিলা, আরজত পাড়া ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7565'}","ছাত্র/চাকুরীজীবী পুরুষের জন্য ৩ জনের রুমে ১ সিট ভাড়া দেওয়া হইবে।, বাড়ি ১৬,হক ভিলা, আরজত পাড়া,মহাখালী।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohakhali/7565/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Mohakhali  ,  District Name :   Dhaka  Area Name :    Mohakhali  ,  District Name :   Dhaka  ,  Short Address :  ৫৬-ক, মহাখালী দক্ষিণ পাড়া, ICDDR,B সাথে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7566'}","1 seat available , November/December -১, ২০২২ থেকে ফ্ল্যাট বাসায় ২ সিটের রুমে ১ সিট ভাড়া হবে। , # শুধুমাত্র চাকুরীজীবী, # ওয়াইফাই, লাইট, ফ্যান সুবিধা।, # ইলেক্ট্রিসিটি,গ্যাস,পানি সুবিধা।, # ভাড়া - ২৯০০ টাকা সব মিলে, # নিরিবিলি পরিবেশ।, # মানসম্মত খাবার সুবিধা।, ৩য় তলা, ঠিকানা : ৫৬-ক, মহাখালী দক্ষিণ পাড়া, ICDDR,B সাথে।  ",No,2900.00/- BDT ,https://www.thetolet.com/en/dhaka/mohakhali/7566/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Sector No :  In between Bangla Co  ,  Road No :  Near Mirpurpur Road  ,  House No :  30/1/A Darussalam Ro  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  In between Bangla Co  ,  Road No :  Near Mirpurpur Road  ,  House No :  30/1/A Darussalam Ro  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  30/1/A Darussalam Road, Mirpur,Dhaka-1216 ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '3', 'Size': '1430SqFt', 'PropertyID': '7568'}",,No,18500.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/7568/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :   ,  Road No :  2  ,  House No :  98  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  Sector No :   ,  Road No :  2  ,  House No :  98  ,  Area Name :    Kalabagan  ,  District Name :   Dhaka  ,   Short Address :  বাক্কাতলা মসজিদের পিছনের গলিতে। ",,"{'Bedrooms': '3', 'Bathrooms': '2', 'Floor': '6', 'Size': 'SqFt', 'PropertyID': '7570'}","১লা নভেম্বর থেকে ৫, ৬ তলায় টাইলস করা এক, দুই, তিন সিটের ব্যাচেলর (সাবলেট) ভাড়া দেয়া হবে।, ঠিকানা লেক সার্কাস ,কলাবাগান, ঢাকা।, যোগাযোগ 01402027668  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/kalabagan/7570/sublet-room-tolet-from-november,Tolet,Sublet Room Tolet From November ,Sublet Room
" Sector No :  Kaderabad Housing  ,  Road No :  6  ,  House No :  20  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  Sector No :  Kaderabad Housing  ,  Road No :  6  ,  House No :  20  ,  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  H-20, Rd-6, Kaderabad Housing, Katasur ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '1', 'Size': '120SqFt', 'PropertyID': '7571'}","১ রুমের ফ্ল্যাট ভাড়া ১লা নভেম্বর থেকে (নীচতলা), শুধুমাত্র ছেলেদের জন্য, এ্যাটাচ বাথরুম ও রান্নাঘর (বারান্দা নেই), ভাড়া ৭০০০ টাকা + বিল, লোকেশনঃ মোহাম্মদপুর কাদেরাবাদ হাউজিং রোড#৬ , (মোহাম্মদপুর বাসস্ট্যান্ড থেকে মাত্র ৩ মিনিটের হাঁটা দূরত্ব), প্রকৃত আগ্রহীগণ বিস্তারিত জানতে কল করুনঃ ০১৭৫৭০৭৫১০৩, (অযথা কমেন্ট কিংবা মেসেজ দিয়ে বিরক্ত না করাই শ্রেয়)  ",No,7000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/7571/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
"  Area Name :    Uttara  ,  District Name :   Dhaka   Area Name :    Uttara  ,  District Name :   Dhaka  ,  Short Address :  Daane Jamtola Near Azampur Kacha Bazar ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7572'}","1 room available from nov 1 for 1 person bachelor, I live alone in the other room., Location daane jamtola near azampur kacha bazar, Rent 6000/- near sector 4/6, There’s a separate washroom and a picture from the window view  ",No,6000.00/- BDT ,https://www.thetolet.com/en/dhaka/uttara/7572/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Kalabagan  ,  District Name :   Dhaka  Area Name :    Kalabagan  ,  District Name :   Dhaka  ,  Short Address :  কলাবাগান বশির উদ্দিন জামে মসজিদ রোড ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7574'}","১লা নভেম্বর থেকে ২/৩ জনের জন্য একটি বড় রুম ভাড়া হবে। , বাসা ধরন টাইলস সম্পূর্ণ করা, লোকেশন: কলাবাগান বশির উদ্দিন জামে মসজিদ রোড। , বাসা নাম্বারঃ ৯৭, রুম ভাড়া ১০,০০০ টাকা (বিদ্যুৎ বিল সহ)  ",No,10000.00/- BDT  ,https://www.thetolet.com/en/dhaka/kalabagan/7574/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Building 27; Road No.: 09, Block E, Chandrima Model Town ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'PropertyID': '7575'}","সাবলেট ভাড়া হবে।, ২ বেডরুম, ২ টি এটাচ বাথরুম, ১ টি কমন ওয়াসরুম, ২ টি বারান্দা, ১ টি কিচেন, ১ ডাইনিং, ১ ড্রয়িং। , বাসা সেমি ফার্নিসড, সব সময় লিফট, জেনেরেটর ব্যবস্থা, সিকিউরিটি এভাইলেবল।, বাসা ভাড়া ১১ হাজার (fixed), service charge 2 হাজার, সাথে ইলেকট্রিসিটি বিল আর গ্যস বিল আলাদা।, Building 27; Road No.: 09, Block E, Chandrima Model Town, Mohammadpur, Dhaka-1207  ",No,11000.00/- BDT ,https://www.thetolet.com/en/dhaka/mohammadpur/7575/sublet-room-tolet-from-november,Tolet,Sublet Room Tolet From November ,Sublet Room
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  Road 3 Block C Mohammadpu ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7576'}","ব্যাচেলার ৩ রোমের ফ্ল্যাটে এক রুম ভাডা দেওয়া হবে, এটাস্ট বারান্দা, বাথরুম রুমের সামনে। এই রুমে যারা থাকবে তারা ইউজ করবে বাথরুমটা। বাসা অনেক বড় এবং সুন্দর। , অত্যন্ত মনোরম পরিবেশ,, রুমে সার্বক্ষনিক আলো ও বাতাস পাওয়া যায়,, লিফটের সুবিধা আছে ২৪ ঘন্টা, , জেনারেটর সুবিধা আছে ২৪ ঘন্টা, গাড়ি রাখার ব্যবস্থা আছে,, যারা একদম ঝামেলাহীনভাবে থাকতে পছন্দ করেন তাদের জন্য আদর্শ যায়গা, Address: Dhaka Uddan Road 3 Block C Mohammadpur Dhaka  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohammadpur/7576/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Area Name :    Mohammadpur  ,  District Name :   Dhaka  Area Name :    Mohammadpur  ,  District Name :   Dhaka  ,  Short Address :  মোহাম্মাদপুর আল্লার করিম জামে মসজিদের কাছে ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'PropertyID': '7577'}","#সিট /রুম ভাড়া হবে।, এই মাস / সামনের মাস থেকে। , ছাত্র -ছাত্রী / চাকুরীজীবী অথবা ফ্যামেলি।, # ২য় এবং ৩য় তলায়।, এটাচড বাথরুম আছে।, সুবিধা সমূহ= , ১, বাসা টাইলস করা।, ২, বিল্ডিং এর ছাদ ব্যবহার করা যাবে।, ৩, মোহাম্মাদপুর বাস স্ট্যান্ড থেকে হেঁটে যেতে ২/৩ মিনিট লাগে।, ৪,সার্বক্ষনিক পানি থাকে।, ৫,গ্যাস, বিদ্যুৎ এবং ওয়াইফাই আছে।, ৫,পরিস্কার ও পরিছন্ন ও শান্ত পরিবেশ। , ঠিকানা - মোহাম্মাদপুর আল্লার করিম জামে মসজিদের কাছে।  ",Yes,Negotiable ,https://www.thetolet.com/en/dhaka/mohammadpur/7577/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Sector No :   ,   Road No :  J N Saha Road  ,  House No :  199/1  ,  Area Name :    Lalbag  ,  District Name :   Dhaka  Sector No :   ,   Road No :  J N Saha Road  ,  House No :  199/1  ,  Area Name :    Lalbag  ,  District Name :   Dhaka  ,  Short Address :  Amligola Shahi Mosque, Amligola, Lalbagh, Dhaka ",Wifi,"{'Bedrooms': '3', 'Bathrooms': '1', 'Size': 'SqFt', 'PropertyID': '7579'}","দুইজনের রুমে ১ টি সিট ভাড়া হবে। , বাসায় ফ্রিজ, ওয়াটার পিউরিফায়ার রয়েছে।, ছাদ ব্যবহারের সুবিধা পাবেন।, অধূমপায়ী হতে হবে।  ",No,3200.00/- BDT ,https://www.thetolet.com/en/dhaka/lalbag/7579/bachelor-house-tolet-from-november,Tolet,Bachelor House Tolet From November ,Bachelor House
" Sector No :  13  ,  Road No :   ,  House No :  A5 T2  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  Sector No :  13  ,  Road No :   ,  House No :  A5 T2  ,  Area Name :    Mirpur  ,  District Name :   Dhaka  ,  Short Address :  Bijoy Rakeen City ",,"{'Bedrooms': '3', 'Bathrooms': '4', 'Belcony': '2', 'Floor': '10', 'Size': '1553SqFt', 'PropertyID': '7580'}","Brand New Flat. Kew use koreni akhon o. , 3bed sathe 3attached washroom ase. , sob somoi Alo batas thake 10 Tala and lift available all time.  ",No,22000.00/- BDT ,https://www.thetolet.com/en/dhaka/mirpur/7580/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :   ,  Road No :   ,  House No :  82/5  ,  Area Name :    Tejgaon  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :  82/5  ,  Area Name :    Tejgaon  ,  District Name :   Dhaka  ,  Short Address :  82/5 Sharmin Niloy, East Tejturi Bazar( Opposite Of Tejgoan Mohila Colleg) ",,"{'Bedrooms': '2', 'Bathrooms': '2', 'Belcony': '1', 'Floor': '1', 'Size': 'SqFt', 'PropertyID': '7583'}","Total Rent: 20,000. Service charge (water, generator, security, lift, garbage), Direct gas line available, Need to pay Electricity bill  ",No,Negotiable ,https://www.thetolet.com/en/dhaka/tejgaon/7583/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :  gopibag 6 land, amto  ,  Road No :  R K mission road  ,  House No :  101/B bikrompur vill  ,  Area Name :    Others  ,  District Name :   Dhaka  Sector No :  gopibag 6 land, amto  ,  Road No :  R K mission road  ,  House No :  101/B bikrompur vill  ,  Area Name :    Others  ,  District Name :   Dhaka  ,  Short Address :  Gopibag 6 Land, Amtola Madrasa ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '5', 'Size': '1446SqFt', 'PropertyID': '7584'}",,No,11000.00/- BDT ,https://www.thetolet.com/en/dhaka/others/7584/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
" Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Mugda  ,  District Name :   Dhaka  Sector No :   ,  Road No :   ,  House No :   ,  Area Name :    Mugda  ,  District Name :   Dhaka  ,  Short Address :  56/3 Maniknagar Wasa Road, Dhaka-1203 ",,"{'Bedrooms': '3', 'Bathrooms': '3', 'Belcony': '2', 'Floor': '4', 'Size': '1280-1400SqFt', 'PropertyID': '7586'}",,Yes,17000.00/- BDT ,https://www.thetolet.com/en/dhaka/mugda/7586/family-house-tolet-from-december,Tolet,Family House Tolet From December ,Family House
" Sector No :  Word No. 04  ,  Road No :  Old Kachari Road  ,  House No :   ,  Area Name :    Naogaon Sadar  ,  District Name :   Naogaon  Sector No :  Word No. 04  ,  Road No :  Old Kachari Road  ,  House No :   ,  Area Name :    Naogaon Sadar  ,  District Name :   Naogaon  ,  Short Address :  Boipatti ",,"{'Bedrooms': '6', 'Bathrooms': '2', 'Belcony': '2', 'Floor': '2', 'Size': '2150SqFt', 'PropertyID': '7587'}","নওগাঁর শহরের অন্যতম বাণিজ্যিক এলাকা বইপট্টিতে ""পিত্রাশিস টাওয়ারে"" ২য়,৩য় এবং ৬ষ্ঠ তলায় ব্যাংক, বীমা, অফিস, শো-রুম, কোচিং সহ ইত্যাদি বাণিজ্যিক প্ৰতিষ্ঠান ভাড়া দেওয়া হবে। এছাড়াও নিচ তলায় গ্যারেজ এবং নীচ তলার সামনের সিঁড়ির নীচে ব্যাংকের এটিএম বুথ / দোকানঘর ভাড়া দেওয়া হবে।, , [বি:দ্র: ২য়, ৩য় এবং ৬ষ্ঠ তলার ক্ষেত্রে আলোচনা সাপেক্ষে Architectural সংযোজন-বিয়োজন করা যাবে], (ভাড়া এবং Security Money আলোচনা সাপেক্ষে), , ➡️আমাদের বৈশিষ্ট্যসমূহ:, ? Elevator/লিফট এর সুব্যবস্থা।, ?গাড়ি পার্কিং এর সুব্যবস্থা।, ? ২য় এবং ৩য় তলায় বাণিজ্যিক স্পেস এর জন্য আলাদা সিঁড়ি রয়েছে (যেটির সাথে আবাসিকের কোনো সম্পৰ্ক নেই)।, , ➡️যোগাযোগ: ""পিত্রাশিস টাওয়ার"", পুরাতন কাচারী রোড, গাঁজা গোলার মোড়, বইপট্টি, নওগাঁ-৬৫০০।, , ?মোবাইল : ০১৭১২৮৫৩২৫৬, ০১৭১৫৫১৯৬৯৮, ০২৫৮৮৮৮১৪০৩, , https://goo.gl/maps/jSPP3d3dBKJRnqH58  ",Yes,Negotiable ,https://www.thetolet.com/en/naogaon/naogaon-sadar/7587/office-space-tolet-from-december,Tolet,Office Space Tolet From December ,Office Space
"  Sector No :   ,  Road No :  113  ,  House No :  113  ,  Area Name :    Bangshal  ,  District Name :   Dhaka   Sector No :   ,  Road No :  113  ,  House No :  113  ,  Area Name :    Bangshal  ,  District Name :   Dhaka  ,  Short Address :  113 Lutfar Rahman Lane ",,"{'Bedrooms': '1', 'Bathrooms': '1', 'Floor': '1', 'Size': '180SqFt', 'PropertyID': '7589'}",,Yes,8000.00/- BDT ,https://www.thetolet.com/en/dhaka/bangshal/7589/sublet-room-tolet-from-october,Tolet,Sublet Room Tolet From October ,Sublet Room
" Sector No :  block 2  ,  Road No :  main road  ,  House No :   ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  Sector No :  block 2  ,  Road No :  main road  ,  House No :   ,  Area Name :    Jatrabari  ,  District Name :   Dhaka  ,  Short Address :  Dhaka, Jatrabari, East Dholipar ",,"{'Bedrooms': '2', 'Bathrooms': '1', 'Belcony': '1', 'Floor': '4', 'Size': 'SqFt', 'PropertyID': '7590'}","Flat for rent in Jatrabari, East dholipar, Dhaka., flat available for family couple husband and wife, with well furniesh flat & nice environment , , price nehotiable  ",Yes,7500.00/- BDT ,https://www.thetolet.com/en/dhaka/jatrabari/7590/family-house-tolet-from-november,Tolet,Family House Tolet From November ,Family House
